#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-03T11:59:52 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:59:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/163/226&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51630226
#Name: J/AJ/163/226
#Title: Classifying Be Star Variability with TESS I. (Labadie-Bartz+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/aj/163/226	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/163/226	    IVOID of underlying data collection
#INFO	creator=Labadie-Bartz J.	    First author or institution
#INFO	cites=bibcode:2022AJ....163..226L	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/163/226	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51630226	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_163_226_table2:
#Name: J/AJ/163/226/table2
#Title: Table of full (including the non-Be stars)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TIC	(I10)	Input Catalog identifier	[ucd=meta.id;meta.table]
#Column	OName	(a19)	Common name	[ucd=meta.id;meta.main]
#Column	SpT	(a10)	Spectral type, BeSS database	[ucd=src.spType]
#Column	q	(I1)	[0/1] Data quality (1)	[ucd=meta.code.qual]
#Column	Be	(A1)	Be type (2)	[ucd=src.class]
#Column	signals	(a13)	Signals (3)	[ucd=meta.code]
#Column	Ns	(I1)	[0/8]? Number of group identified in light curve	[ucd=meta.number]
#Column	tgs	(A1)	Typical groups (4)	[ucd=meta.code]
#Column	fg1	(F5.2)	[0/3.28]? Central frequency of g1	[ucd=em.freq]
#Column	fg2	(F5.2)	[0.8/6.53]? Central frequency of g2	[ucd=em.freq]
#Column	gratio	(A4)	Stronger group?	[ucd=meta.code]
#Column	Tmag	(F5.2)	[4.05/12.73] TESS Magnitude	[ucd=phot.mag;em.opt.I]
#Column	contratio	(F7.4)	[0.0001/14.7] Contamination ratio (5)	[ucd=meta.code]
#Column	RAJ2000	(F16.12)	[0.93/360] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	[-80.2/18.6] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SectorsC1	(a29)	TESS Sectors, C1	[ucd=obs.field]
#Column	SectorsC3	(a32)	TESS Sectors, C3	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	TIC	OName	SpT	q	Be	signals	Ns	tgs	fg1	fg2	gratio	Tmag	contratio	RAJ2000	DEJ2000	SectorsC1	SectorsC3	Simbad
     400	 356521959	HD 77147           	B8Ve      	1	Y	S/I/G        	2	Y	 1.27	 2.54	g1  	 8.36	 0.0050	134.347030000000	-63.49693000000	9-10-11                      	35-36-37-38                     	Simbad
     401	 358467471	HD 65663           	B8Ve      	1	Y	I+           	0	N	     	     	    	 6.66	 0.0019	119.065720000000	-61.09949000000	1-4-7-8-9-10-11              	27-28-31-34-35-36-37            	Simbad
     402	 358818468	HD 80459           	B6Vne     	1	Y	G            	5	Y	 1.86	 3.71	g1  	 7.31	 0.0142	139.231610000000	-63.77517000000	9-10-11                      	36-37-38                        	Simbad
     403	 363236260	HD 84523           	B4Ve      	1	Y	G            	5	Y	 0.54	 1.10	g1  	 7.86	 0.0332	146.029880000000	-53.74532000000	9-10                         	36-37                           	Simbad
     404	 363748801	HD 149671          	B7IVe     	1	Y	G            	4	Y	 1.56	 3.13	g1  	 5.94	 0.0048	250.346291667000	-68.29612222220	12                           	39                              	Simbad
     405	 364398342	V374 Car           	B2IVnpe   	1	Y	L/F+/G       	3	Y	 1.24	 2.39	g2  	 5.93	 0.0018	119.710625000000	-60.82446111110	1-4-7-8-9-10-11              	27-31-34-35-36-37               	Simbad
     406	 369312341	HD 111054          	B7IVe     	1	Y	G            	2	Y	 1.47	 2.96	g1  	 9.22	 0.0621	191.859260000000	-62.54382000000	11                           	37-38                           	Simbad
     474	 434254190	BQ Cru             	Be        	0	 	             	 	 	     	     	    	11.06	 3.8173	190.886720000000	-63.10329000000	11                           	37-38                           	Simbad
     407	 372913367	V373 Car           	Be        	1	Y	I+/H/G       	2	Y	 1.93	 3.87	g1  	 8.91	 0.3137	119.441360000000	-60.82632000000	1-4-7-8-9-10-11              	27-31-34-35-36-37               	Simbad
     408	 374690639	HD 87366           	B9IIIe    	1	Y	I+           	0	N	     	     	    	 9.42	 0.3186	150.648210000000	-60.14764000000	9-10                         	36-37                           	Simbad
     409	 374753420	HD 87543           	B7IVne    	1	Y	I/H/G        	4	Y	 0.56	 1.17	sim.	 6.21	 0.3728	150.892160000000	-61.88396000000	9-11                         	36-37                           	Simbad
     410	 375232307	lam Pav            	B2Ve      	1	Y	I/L/G        	1	N	     	     	    	 4.37	 0.0016	283.054291667000	-62.18759166670	13                           	                                	Simbad
     411	 376077639	V862 Ara           	B7IIIe    	1	U	             	 	 	     	     	    	 5.98	 0.0026	262.847000000000	-56.92096388890	12                           	39                              	Simbad
     412	 376480349	HD 104582          	B8.5Ve    	1	Y	G            	2	Y	 1.10	 2.10	g1  	 9.31	 0.1352	180.648360000000	-59.33703000000	10-11                        	37-38                           	Simbad
     413	 378812108	HD 104552          	B4e       	1	Y	G            	4	Y	 1.14	 2.17	sim.	 9.27	 0.1382	180.597490000000	-61.45145000000	10-11                        	37-38                           	Simbad
     414	 378996846	DG Cru             	B2Vne     	1	Y	G            	3	Y	 0.84	 1.70	g1  	 7.44	 0.0364	180.885910000000	-61.09825000000	10-11                        	37-38                           	Simbad
     415	 380117288	AI Cru             	B2IVe     	1	N	             	 	 	     	     	    	 9.54	 0.3255	181.532080000000	-61.25690000000	10-11                        	37-38                           	Simbad
     416	 380224370	Cl* NGC 4103 SBW 5 	B8e       	0	 	             	 	 	     	     	    	 9.76	 3.8180	181.672180000000	-61.25466000000	10-11                        	37-38                           	Simbad
     417	 381257866	HD 105675          	Be        	1	Y	S/L/G        	3	N	     	     	    	 8.85	 0.0660	182.504710000000	-64.00095000000	11                           	37-38                           	Simbad
     418	 381641106	CSI-62-12087       	Be        	1	N	             	 	 	     	     	    	 9.81	 0.1689	182.827230000000	-62.49544000000	10-11                        	37-38                           	Simbad
     419	 381747495	HD 105753          	B2.5e     	1	S	S/L/H/G      	2	N	     	     	    	 8.71	 0.1078	182.625400000000	-64.10090000000	11                           	37-38                           	Simbad
     420	 382396569	CD-62 623          	Be        	1	Y	G            	4	Y	 0.64	 1.33	g1  	 9.19	 0.1586	183.177460000000	-63.59989000000	11                           	37-38                           	Simbad
     421	 382611398	HD 106262          	B8.5Ve    	0	 	             	 	 	     	     	    	 9.62	 0.3434	183.443620000000	-63.72454000000	11                           	37-38                           	Simbad
     422	 382750740	CD-59 4161         	O9.5Ve    	1	Y	I/F+/G       	4	Y	 1.22	 2.45	g2  	 9.84	 0.5112	183.531860000000	-60.60234000000	10-11                        	37-38                           	Simbad
     423	 382795601	HD 144965          	B3Vne     	1	Y	G            	3	Y	 2.62	 5.40	g2  	 6.82	 0.0138	242.543960000000	-40.12881000000	12                           	39                              	Simbad
     424	 383162375	HD 155352          	B2Ve      	1	Y	L/F+/G       	3	Y	 2.17	 3.71	g2  	 8.11	 0.0238	258.251650000000	-42.63346000000	12                           	39                              	Simbad
     425	 383285551	HD 77032           	B5Vne     	1	Y	G            	4	Y	 1.66	 3.25	g2  	 8.59	 0.0121	134.314200000000	-58.58599000000	8-9-10                       	35-37                           	Simbad
     426	 383287960	HD 76985           	B5Vne     	1	Y	G            	2	Y	 1.89	 3.78	g1  	 9.00	 0.0169	134.196359000000	-59.52002300000	8-9-10                       	35-36-37                        	Simbad
     427	 383542260	V807 Cen           	B4e       	1	Y	S/I/L/H/F+/G 	3	Y	 1.95	 3.80	sim.	 9.22	 0.1089	216.316260000000	-61.31988000000	11-12                        	38                              	Simbad
     428	 383763886	CD-44 9598         	B6Ve      	1	Y	L/G          	3	Y	 0.78	 1.60	g2  	10.04	 0.3373	221.729590000000	-45.23313000000	11                           	38                              	Simbad
     429	 384471407	HD 78328           	B9.5IIIe  	1	Y	I/V/G        	1	N	     	     	    	 9.01	 0.0201	136.265690000000	-58.76766000000	9-10                         	35-36-37                        	Simbad
     430	 385626507	HD 79778           	B2Vne     	1	Y	L/F+/G       	3	Y	 0.82	 1.65	g2  	 8.07	 0.1583	138.464010000000	-55.53969000000	9-10                         	35-36-37                        	Simbad
     431	 385873047	FW CMa             	B2Vne     	1	Y	L/G          	4	Y	 1.02	 1.88	sim.	 5.18	 0.0027	111.167458333000	-16.20147222220	7                            	34                              	Simbad
     432	 386024312	HD 80284           	B5Vnne    	1	Y	I/H/G        	6	Y	 2.34	 4.66	g1  	 8.86	 0.1091	139.073710000000	-59.23418000000	9-10                         	35-36-37                        	Simbad
     433	 389217256	HD 126693          	B4Vne     	1	Y	L/G          	3	Y	 2.31	 4.47	sim.	 9.94	 0.3895	217.435860000000	-64.15993000000	11-12                        	38                              	Simbad
     434	 389576843	HD 169999          	B8Vne     	1	Y	I+/G         	5	Y	 2.26	 4.47	g1  	10.55	 0.0443	277.527180000000	-52.20454000000	13                           	                                	Simbad
     435	 390071999	DK Cru             	B2IVne    	1	Y	S/F+/G       	3	Y	 2.02	 3.69	sim.	 7.84	 0.0387	183.507340000000	-59.39687000000	10-11                        	37-38                           	Simbad
     436	 390441711	V518 Car           	B4Ve      	0	 	             	 	 	     	     	    	 4.96	 0.0084	160.558833333000	-64.46642500000	10-11                        	37-38                           	Simbad
     437	 394060863	V1010 Cen          	B2Vne     	1	Y	L/G          	3	Y	 1.06	 2.13	sim.	 8.68	 0.0883	218.621920000000	-64.20207000000	11-12                        	38                              	Simbad
     438	 394728064	DR Cha             	B4IVe     	1	N	             	 	 	     	     	    	 6.01	 0.0010	160.464666667000	-79.78328611110	11-12                        	38-39                           	Simbad
     439	 395429445	HD 127756          	B1.5Vne   	1	Y	G            	4	Y	 0.89	 1.89	g1  	 7.35	 0.0369	218.888840000000	-61.00832000000	11-12                        	38                              	Simbad
     440	 399669624	2 Ori              	A1Vne     	1	N	             	 	 	     	     	    	 4.34	 0.0002	072.653000000000	+08.90018055556	5                            	32                              	Simbad
     441	 399990331	HD 128477          	B8.5IVe   	1	Y	I+           	0	N	     	     	    	10.21	 0.4605	219.896880000000	-61.98544000000	11-12                        	38                              	Simbad
     442	 400136687	HD 76568           	B1Vnne    	1	Y	I/G          	8	N	     	     	    	 9.23	 0.0622	133.740850000000	-50.86399000000	8-9                          	35-36                           	Simbad
     443	 401635731	V1012 Cen          	B3Vne     	1	Y	I/L/F/G      	1	Y	 2.36	 4.80	g1  	 8.80	 0.0993	220.022820000000	-59.93134000000	11-12                        	                                	Simbad
     444	 405387285	HD 106793          	B8.5IVe   	1	Y	I/G          	5	Y	 2.01	 4.02	g1  	 9.65	 0.0383	184.248800000000	-56.40671000000	10-11                        	37-38                           	Simbad
     445	 405520863	39 Cru             	B6IVe     	1	S	I+           	0	N	     	     	    	 4.91	 0.0085	190.485708333000	-59.68581944440	11                           	37-38                           	Simbad
     446	 405577964	HD 111077          	Be        	1	Y	S/G          	5	Y	 1.56	 3.21	g1  	10.21	 0.1586	191.863740000000	-57.97248000000	11                           	37-38                           	Simbad
     447	 406341244	V952 Cen           	B2Vnne    	1	Y	G            	3	Y	 1.23	 2.50	g1  	 7.95	 0.0453	197.872940000000	-55.35682000000	11                           	38                              	Simbad
     448	 408382023	I Hya              	B5Ve      	1	Y	I+/H/G       	3	Y	 1.55	 3.06	g1  	 4.76	 0.0093	145.320875000000	-23.59151388890	8                            	35                              	Simbad
     449	 408757239	V716 Cen           	B5Ve      	1	N	             	 	 	     	     	    	 6.09	 0.0148	213.415850000000	-54.62566000000	11                           	                                	Simbad
     450	 409358619	V795 Cen           	B4Vne     	1	Y	H/G          	4	Y	 2.58	 5.75	g1  	 5.12	 0.0369	213.738083333000	-57.08612500000	11                           	38                              	Simbad
     451	 409791884	HD 71072           	B4IIIe    	1	Y	G            	4	Y	 0.82	 1.72	sim.	 7.08	 0.0018	126.251660000000	-12.76477000000	7-8                          	34                              	Simbad
     452	 410599289	HD 145846          	B1.5ne    	1	Y	S/L/F+/G     	4	Y	 1.39	 2.94	g1  	 8.24	 0.1733	243.916780000000	-52.37027000000	12                           	39                              	Simbad
     453	 411643280	HD 127782          	B8Ve      	1	Y	G            	2	Y	 1.78	 3.53	sim.	 9.15	 0.0573	218.821850000000	-56.77110000000	11                           	38                              	Simbad
     454	 411933674	TYC 1283-1360-1    	none      	0	 	             	 	 	     	     	    	11.15	 0.1468	079.485126000000	+15.32254400000	                             	32                              	Simbad
     455	 412140640	HD 147274          	B8IIIe    	0	 	             	 	 	     	     	    	 8.22	 0.1231	245.916810000000	-53.04396000000	                             	39                              	Simbad
     456	 413296783	HD 125106          	A0Ve      	0	 	             	 	 	     	     	    	 9.98	 0.0927	214.810970000000	-58.44294000000	                             	38                              	Simbad
     457	 413350702	HD 125015          	B7Vne     	0	 	             	 	 	     	     	    	 7.22	 0.0180	214.712380000000	-58.68644000000	                             	                                	Simbad
     458	 419585280	HD 110699          	B6Vne     	1	Y	I/G          	2	Y	 1.13	 2.36	g1  	 9.79	 0.0924	191.154360000000	-59.16010000000	11                           	37-38                           	Simbad
     459	 420003853	HD 117411          	B8Ve      	1	Y	I            	0	N	     	     	    	 8.99	 0.0887	202.817700000000	-53.09655000000	11                           	38                              	Simbad
     460	 421217840	eps Aps            	B4Ve      	0	 	             	 	 	     	     	    	 5.14	 0.0048	215.596500000000	-80.10894722220	                             	38-39                           	Simbad
     461	 423528378	zet Crv            	B8Ve      	0	 	             	 	 	     	     	    	 5.27	 0.0019	185.140166667000	-22.21590000000	10                           	37                              	Simbad
     462	 424884512	HD 140946          	B2.5Vnne  	1	Y	L/F+/G       	3	Y	 1.72	 3.68	sim.	 8.99	 0.5272	237.388350000000	-60.15090000000	12                           	39                              	Simbad
     463	 425215861	lam Eri            	B2IVne    	1	Y	S/I/H/G      	4	Y	 1.39	 2.73	g1  	 4.45	 0.0003	077.286583333300	-08.75408055556	5                            	32                              	Simbad
     464	 425657630	kap01 Aps          	B2Vnpe    	0	 	             	 	 	     	     	    	 5.54	 0.0237	232.878416667000	-73.38959166670	                             	39                              	Simbad
     465	 426683285	CD-56 6163         	Oe        	1	Y	I/L/H/G      	4	Y	 1.35	 2.85	g1  	 9.62	 0.4957	240.977050000000	-56.55427000000	12                           	39                              	Simbad
     466	 427395049	43 Ori             	O9.5Vpe   	0	 	             	 	 	     	     	    	 5.02	 0.3460	083.845416666700	-05.41606111111	6                            	32                              	Simbad
     467	 427396133	HD 37115           	B6Ve      	1	Y	I+/H/G       	1	N	     	     	    	 7.17	 0.3864	083.975354000000	-05.62842100000	6                            	32                              	Simbad
     468	 427400331	HD 290662          	A0Vpe     	1	S	L/V/G        	2	Y	 1.05	 2.12	sim.	 9.63	 0.0201	083.981290000000	-00.77756000000	6                            	32                              	Simbad
     469	 427451587	HD 37149           	B8Ve      	1	Y	G            	2	Y	 3.10	 6.23	sim.	 8.14	 0.0007	084.074280000000	-01.63536000000	6                            	32                              	Simbad
     470	 429143022	HD 101142          	B5IIIe    	1	Y	G            	2	Y	 1.20	 2.40	g2  	 9.04	 0.0084	174.521270000000	-45.13892000000	10                           	37                              	Simbad
     471	 430248409	V364 Nor           	B1Vne     	1	Y	S/L/F/G      	2	Y	 2.15	 3.79	sim.	 8.82	 0.2935	241.999090000000	-55.13044000000	12                           	39                              	Simbad
     472	 433936219	BZ Cru             	B0.5IVpe  	1	Y	S/I/L/H/F+/G 	3	Y	 1.52	 2.93	g2  	 4.88	 0.0164	190.709458333000	-63.05862500000	11                           	37-38                           	Simbad
     473	 434244626	HD 110625          	B8.5IIIe  	1	Y	G            	3	Y	 1.01	 1.99	sim.	 9.38	 0.1612	191.057690000000	-62.49004000000	11                           	37-38                           	Simbad
     475	 434998753	HD 111363          	B3IIIe    	1	Y	G            	3	Y	 1.10	 2.11	g1  	 8.94	 0.0764	192.364570000000	-60.69915000000	11                           	37-38                           	Simbad
     476	 435101969	HD 111408          	B7IVe     	0	 	             	 	 	     	     	    	 9.06	 0.9877	192.438210000000	-60.51356000000	11                           	37-38                           	Simbad
     477	 436378066	HD 312101          	B8e       	1	Y	I/G          	2	Y	 2.45	 4.94	sim.	10.07	 0.1589	193.597490000000	-60.69870000000	11                           	37-38                           	Simbad
     478	 436802660	HD 81354           	B4Ve      	1	Y	S/I+/L/F+/G  	2	Y	 1.80	 3.33	g2  	 9.04	 0.0687	140.728140000000	-55.73666000000	9-10                         	35-36-37                        	Simbad
     479	 437371531	V480 Car           	B2.5Ve    	1	Y	S/L/F/G      	3	Y	 0.77	 1.60	g2  	 7.83	 0.0220	141.164450000000	-58.68902000000	9-10                         	37                              	Simbad
     480	 437790952	120 Tau            	B2IVe     	0	 	             	 	 	     	     	    	 5.46	 0.0039	083.381791666700	+18.54023055560	                             	                                	Simbad
     481	 438103655	HD 44637           	B2Vpe     	1	Y	S/I/L        	0	N	     	     	    	 7.66	 0.0045	095.852840000000	+15.10181000000	6                            	33                              	Simbad
     482	 438306275	PZ Gem             	O9pe      	1	Y	S/I/L        	0	N	     	     	    	 6.24	 0.0025	096.815720000000	+14.88923000000	6                            	33                              	Simbad
     483	 438877747	V946 Cen           	B6IIIne   	1	Y	G            	2	Y	 0.87	 1.65	sim.	 7.32	 0.0245	195.395410000000	-60.67138000000	11                           	38                              	Simbad
     484	 439164152	CPD-63 2495        	B2e       	1	Y	S/L/G        	1	N	     	     	    	 8.90	 0.4548	195.698570000000	-63.83571000000	11                           	38                              	Simbad
     485	 439331111	HD 83060           	B2Vnne    	1	Y	G            	4	Y	 1.38	 2.63	sim.	 8.92	 0.0949	143.426590000000	-57.16336000000	9-10                         	36-37                           	Simbad
     486	 439397894	2 Cet              	B9IVne    	1	Y	S/G          	3	Y	 1.43	 2.87	g1  	 4.59	 0.0003	000.934958333333	-17.33599166670	2                            	29                              	Simbad
     487	 439430953	HD 83032           	B7IIIe    	1	Y	I/G          	2	Y	 0.82	 1.85	g1  	 7.90	 0.0307	143.377740000000	-58.38625000000	9-10                         	36                              	Simbad
     488	 440399815	HD 113605          	B2.5ne    	1	S	S/L          	0	N	     	     	    	 9.31	 0.3379	196.493440000000	-62.23705000000	11                           	38                              	Simbad
     489	 441752709	HD 84361           	B2.5Ve    	1	Y	L/F+/G       	4	Y	 1.46	 2.66	g2  	 8.33	 0.2087	145.677880000000	-58.10546000000	9-10                         	36-37                           	Simbad
     490	 442240473	HD 84511           	Bpshe     	1	N	             	 	 	     	     	    	 8.16	 0.0127	145.980600000000	-55.05106000000	9-10                         	36-37                           	Simbad
     491	 442759685	HD 84777           	B8Vne     	1	Y	G            	2	Y	 0.94	 1.91	g1  	 9.14	 0.0379	146.397490000000	-55.74373000000	9-10                         	36-37                           	Simbad
     492	 443126408	FR CMa             	B1Vpe     	1	Y	G            	4	Y	 0.99	 1.93	g2  	 5.52	 0.0363	095.353000000000	-11.77323888890	6                            	33                              	Simbad
     493	 443175014	HD 85083           	B5IIIe    	1	Y	L/F+/G       	3	Y	 2.30	 4.20	g2  	 8.39	 0.2387	146.891700000000	-58.18798000000	9-10                         	36-37                           	Simbad
     494	 443317662	HD 45260           	B8e       	1	Y	G            	3	Y	 2.75	 5.24	sim.	 9.01	 0.0132	096.526460000000	-09.39739000000	6                            	33                              	Simbad
     495	 443616529	phi Leo            	A7IVne    	1	N	             	 	 	     	     	    	 4.26	 0.0182	169.165416667000	-03.65160555556	9                            	36                              	Simbad
     496	 444676711	HD 85495           	B4IIIe    	1	Y	G            	4	Y	 0.71	 1.43	g1  	 7.83	 0.0404	147.561210000000	-58.04588000000	9-10                         	36-37                           	Simbad
     497	 445988959	HD 53416           	B8e       	0	 	             	 	 	     	     	    	 7.10	 0.0038	106.394470000000	+14.47311000000	                             	33                              	Simbad
     498	 447970564	CD-45 4826         	Be        	1	Y	G            	5	Y	 0.89	 1.80	g1  	 9.49	 0.0333	136.027220000000	-45.67676000000	8-9                          	35-36                           	Simbad
     499	 449365065	V1369 Ori          	B5Vpe     	0	 	             	 	 	     	     	    	 6.62	 0.0008	080.330460000000	+04.01191000000	                             	32                              	Simbad
     500	 449459169	V1171 Cen          	B3IVe     	1	Y	G            	4	Y	 1.04	 2.27	g1  	 8.60	 0.3023	200.147800000000	-63.41202000000	11                           	38                              	Simbad
     501	 450276053	V338 Car           	B9e       	1	N	             	 	 	     	     	    	 8.22	 0.0788	168.468000000000	-58.60846000000	10-11                        	                                	Simbad
     502	 450609787	HD 108295          	B2.5Vne   	1	Y	G            	4	Y	 2.05	 4.10	sim.	 9.39	 0.2694	186.718140000000	-60.75387000000	11                           	37-38                           	Simbad
     503	 450726617	HD 108418          	B5Vne     	0	 	             	 	 	     	     	    	 8.94	 0.1169	186.941570000000	-64.57753000000	11                           	37-38                           	Simbad
     504	 450826315	CPD-61 3212        	Be        	1	Y	L/G          	4	Y	 0.91	 1.84	sim.	 9.18	 0.1747	187.154580000000	-61.85387000000	11                           	37-38                           	Simbad
     505	 451280762	HD 99146           	B3Ve      	1	S	S/I/H/G      	2	Y	 2.02	 3.96	sim.	 7.74	 0.0535	170.970690000000	-59.30476000000	10-11                        	37                              	Simbad
     506	 451445219	HD 99467           	B9IIIe    	1	Y	I/G          	5	Y	 0.69	 1.44	g1  	 7.48	 0.0650	171.505730000000	-59.35289000000	10-11                        	37                              	Simbad
     507	 451875177	HD 304395          	B8e       	1	Y	G            	3	Y	 1.71	 3.37	sim.	 9.22	 0.0984	172.785460000000	-57.24755000000	10-11                        	37                              	Simbad
     508	 452163402	A Cen              	B9Ve      	1	Y	G            	1	N	     	     	    	 4.70	 0.0064	173.690250000000	-54.26409166670	10                           	37                              	Simbad
     509	 454081779	HD 102383          	B6Vne     	1	Y	I/G          	2	Y	 1.64	 3.30	g1  	 9.28	 0.0107	176.733990000000	-41.29279000000	10                           	37                              	Simbad
     510	 454559349	CU Cir             	B3Vne     	0	 	             	 	 	     	     	    	 8.47	 0.1751	226.875380000000	-60.77683000000	12                           	39                              	Simbad
     511	 454778372	CV Cir             	B1.5IVne  	1	Y	L/F+/G       	3	Y	 1.24	 2.45	sim.	 6.78	 0.0386	227.263810000000	-61.88756000000	12                           	38-39                           	Simbad
     512	 455389730	HD 131168          	B2Ve      	1	Y	I/L/H/G      	3	Y	 3.00	 5.80	g1  	 7.27	 0.2348	223.342140000000	-45.85578000000	11                           	38                              	Simbad
     513	 455463415	HD 135160          	B0.5Ve    	1	N	             	 	 	     	     	    	 6.01	 0.1997	229.152875000000	-60.90399444440	12                           	38                              	Simbad
     514	 455809360	CD-61 4751         	Oe        	1	U	             	 	 	     	     	    	 8.88	 0.0683	230.038790000000	-62.25223000000	12                           	38-39                           	Simbad
     515	 456446715	HD 136860          	B8IVe     	1	Y	I/H          	0	N	     	     	    	 8.30	 0.0517	231.624130000000	-64.21274000000	12                           	38-39                           	Simbad
     516	 457546452	HD 126986          	B9IVne    	1	U	             	 	 	     	     	    	 8.98	 0.0265	217.635220000000	-52.25559000000	11                           	38                              	Simbad
     517	 459065293	HD 93563           	B8.5IIIe  	0	 	             	 	 	     	     	    	 5.19	 0.0084	161.739458333000	-56.75719166670	                             	36-37                           	Simbad
     518	 460703129	DQ Cru             	B2IIIe    	1	Y	G            	3	Y	 0.65	 1.32	g2  	 8.80	 0.3187	191.474870000000	-60.55149000000	11                           	37-38                           	Simbad
     519	 460976315	HD 137380          	B9IIIe    	1	Y	I            	0	N	     	     	    	 9.34	 0.1810	232.196020000000	-60.70801000000	12                           	38-39                           	Simbad
     520	 463103957	QY Car             	B2IVnpe   	1	Y	L/F+/G       	3	Y	 1.31	 2.47	sim.	 5.72	 0.0087	152.943583333000	-58.06054444440	9-10                         	36-37                           	Simbad
     521	 464028809	J Vel              	B3IIIe    	1	Y	I/L/G        	3	?	 0.45	 0.80	sim.	 4.66	 0.0664	155.228750000000	-56.04331666670	9-10                         	36-37                           	Simbad
     522	 464643264	CCDM J19106-6003AB 	B9II/III  	0	 	             	 	 	     	     	    	 7.52	 0.2611	287.658847000000	-60.04578000000	                             	27                              	Simbad
     523	 466353921	HD 95972           	B2Vnne    	1	Y	S/I/G        	1	N	     	     	    	 8.69	 0.0542	165.790360000000	-61.76875000000	10-11                        	37                              	Simbad
     524	 466527712	HD 306016          	B2Ve      	1	Y	L/F+/G       	3	Y	 1.56	 3.21	g2  	 9.85	 0.1052	166.250320000000	-61.39360000000	10-11                        	37                              	Simbad
     525	 466628058	HD 96357           	B4Ve      	1	Y	G            	3	Y	 1.56	 3.09	g1  	 8.85	 0.1028	166.367890000000	-61.84527000000	10-11                        	37-38                           	Simbad
     526	 466715331	HD 308217          	B3Ve      	1	S	S/I/L/H      	0	N	     	     	    	 9.80	 0.2604	166.806780000000	-62.04959000000	10-11                        	37-38                           	Simbad
     527	 466880435	HD 306085          	B2Ve      	1	Y	G            	4	Y	 0.75	 1.50	g1  	 9.47	 1.4688	167.328210000000	-60.71188000000	10-11                        	37                              	Simbad
     528	 467027607	HD 306111          	Oe        	1	Y	S/I/L/H/V/G  	3	Y	 1.83	 3.69	g1  	 9.68	 0.3436	167.332610000000	-61.10150000000	10-11                        	37                              	Simbad
     529	 467059272	V353 Car           	B2Ve      	1	Y	L/F+/G       	3	Y	 1.89	 3.52	g2  	 7.70	 0.0513	167.509670000000	-60.09515000000	10-11                        	37                              	Simbad
     530	 467065657	HD 97253           	O5IIIe    	1	N	             	 	 	     	     	    	 6.91	 0.1353	167.675250000000	-60.38446000000	10-11                        	37                              	Simbad
     531	 467199933	HD 97382           	B6e       	1	Y	G            	5	Y	 0.51	 0.95	sim.	 9.39	 0.2141	167.863070000000	-63.20571000000	10-11                        	37-38                           	Simbad
     532	 467408384	HD 306209          	B1Ve      	1	Y	S/L/F+/G     	3	Y	 1.60	 2.80	g2  	 9.82	 0.4178	168.394700000000	-61.34521000000	10-11                        	37                              	Simbad
     533	 467409163	HD 306205          	B0IIe     	1	Y	G            	5	Y	 1.37	 2.68	g1  	 9.84	 0.1830	168.372940000000	-61.26416000000	10-11                        	37                              	Simbad
     534	 467456980	HD 306267          	Oe        	1	Y	L/G          	4	Y	 1.63	 3.37	sim.	10.27	 0.3222	168.684880000000	-60.36947000000	10-11                        	37                              	Simbad
     535	 467821546	HD 306299          	B2Ve      	1	Y	G            	3	Y	 1.98	 4.04	g2  	10.34	 0.3627	169.438980000000	-61.13943000000	10-11                        	37                              	Simbad
     536	 468074636	HD 98624           	B1Vne     	1	Y	S/I/H        	0	N	     	     	    	 9.54	 0.1545	170.023120000000	-61.23343000000	10-11                        	37-38                           	Simbad
     537	 468095832	2E 1118.7-6138     	O9.5IVe   	1	Y	S/I/L/H      	0	N	     	     	    	10.66	 0.9084	170.238240000000	-61.91673000000	10-11                        	37-38                           	Simbad
