TIC,class_gold,class_raw,class_is_inferred,class_reference,ra_deg,dec_deg,period_gold,period_n,period_spread,period_references,period_methods,n_products,n_sectors,has_light_curve,period_is_group,period_usable
233613741,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.693,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
233635622,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233969306,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),100.624113,0.899506,0.9523809523809524,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234009943,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),100.66895,1.71618,0.8244023083264632,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
234052684,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),100.91102,3.93253,29.41176470588235,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
234230792,BE,Be=Y; signals=S/I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),101.98861,0.77611,0.7299270072992701,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
234422456,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),250.78103,-46.50655,0.7194244604316548,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234648113,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),251.03004,-46.14162,1.3986013986013988,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
234752189,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),251.07296,-44.77174,0.684931506849315,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234752466,BE,Be=Y; signals=S/I/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),250.92613,-45.46263,,,,,,2.0,2.0,True,True,False
234806470,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),97.57348,2.84792,0.9174311926605504,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
234813367,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),97.63724,5.867,,,,,,,,False,False,False
234834992,SLF,SLF,True,2020A&A...640A..36B (Bowman+ 2020),97.83692,4.8344,0.4847309743092583,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
234835218,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),97.87399,4.91364,,,,,,,,False,False,False
234840662,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),97.98134,4.94286,1.7761989342806397,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.0,1.0,True,False,False
234853418,BE,Be=Y; signals=I+/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.068329,1.174704,0.4115226337448559,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234881667,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),98.03878,4.82353,5.524861878453039,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
234887704,BE,Be=Y; signals=S/I/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.17395,4.894,,,,,,,,False,True,False
234929785,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.24691,5.80036,1.162790697674419,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234933368,BE,Be=Y; signals=L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.40623,4.81306,1.3157894736842106,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
234933597,BE,Be=Y; signals=S/I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.4767,4.66238,,,,,,2.0,2.0,True,True,False
234933888,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,6.882312456985547,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
234947719,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),98.59821,2.53415,1.1614401858304295,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
235376820,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.55762,6.68797,,,,,,,,False,True,False
235488755,BE,Be=Y; signals=S/I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.2583,9.2704,,,,,,,,False,True,False
235540713,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.48332,6.54913,0.4424778761061947,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
235716106,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
235716442,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
236770588,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
236773991,PULS,Pulsation (Pul+Rot (P=1.065d)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.175,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
236785664,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.753,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
236872887,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,5.063,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
236972980,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
237059039,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),251.87641,-45.46048,0.7692307692307692,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
237197184,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
237532447,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.91916,0.326773,,,,,,,,False,True,False
237651093,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.59231,0.18187,0.4629629629629629,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
237668110,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.80686,5.434,0.4273504273504274,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
237840594,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.805959,4.454986,0.5649717514124294,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
238194921,ROT,rot / SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),56.63978,-76.71593,1.375515818431912,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
238314043,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.231,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,8.0,8.0,True,False,True
238381092,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.608,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,5.0,5.0,True,False,True
238489837,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,3.552,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
238719326,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
238791674,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.58527,-50.16291,,,,,,,,False,False,False
239122172,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
240109525,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
240826471,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
241065253,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
243276811,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
243366614,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
243520386,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
246189955,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),252.60578,-46.15531,,,,,,,,False,False,False
246796068,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),253.27751,-47.58162,0.6622516556291391,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
246953610,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),253.36924,-42.1214,2.5125628140703515,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
247267245,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),253.76387,-42.09083,2.364066193853428,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
247589847,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),86.405048,13.189185,,,,,,,,False,True,False
247699160,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),254.06043,-46.84943,,,,,,,,False,True,False
248949857,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
250213274,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),222.67267,-52.2646,,,,,,,,False,True,False
252991559,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
252997535,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
253110498,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),194.50345,-59.08432,1.0416666666666667,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
253177102,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),195.09958,-59.68544,0.7692307692307692,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,3.0,3.0,True,True,False
253212775,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),195.39503,-56.09191,,,,,,,,False,False,False
253304151,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),195.86166,-59.20697,0.7299270072992701,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
253380837,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),196.38728,-56.85178,,,,,,,,False,False,False
254340855,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),234.94014,-42.76745,0.5025125628140703,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
256662953,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
256994805,BE,Be=S; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.26519,1.00206,2.0,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
257024892,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
257065501,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.284385,0.089448,0.7142857142857143,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
258109545,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,3.232,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
258306961,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),241.00906,-47.47611,0.6329113924050632,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
258461221,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.273,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
258700451,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
258704817,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),222.185625,-66.5935611111,0.8,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,4.0,4.0,True,True,False
258826647,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,0.344,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
258844836,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
258924365,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
258954765,PULS,Pulsation (IGW?),False,2025ApJ...989..177C (Campelo+ 2025),,,2.923,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
259171045,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
259449942,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),114.016208333,-14.4927722222,1.075268817204301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
259862349,ROT,ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),39.89734,-68.26695,2.487562189054726,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
260128701,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),92.4077,-59.52211,,,,,,,,False,False,False
260131665,ECL,EB + {Beta} Cep,False,2019ApJ...872L...9P (Pedersen+ 2019),92.57462,-54.96864,,,,,,,,False,False,False
260368525,ROT,ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),95.2412,-58.35207,0.8375209380234506,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
260540898,ROT,rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),97.19051,-55.91716,1.779359430604982,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
260640910,BE,SPB/Be,False,2019ApJ...872L...9P (Pedersen+ 2019),97.9929583333,-58.7538361111,0.4366812227074236,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
260820871,ROT,rot / binary?,False,2019ApJ...872L...9P (Pedersen+ 2019),348.05459,-70.1132,,,,,,,,False,False,False
261131970,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
261134863,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
261205462,ROT,SPB / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),87.56994,-79.36136,,,,,,,,False,False,False
261992444,BE,Be=Y; signals=S/L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),193.78521,-59.01875,0.6711409395973155,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
261993378,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),193.66325,-59.1467,0.3076923076923077,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
262815962,ROT,rot / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),348.23321,-54.18669,2.7215135501355014,2.0,1.008477,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
263805130,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),96.00072,8.30068,,,,,,2.0,2.0,True,True,False
264075158,PULS,Pulsation (IGW),False,2025ApJ...989..177C (Campelo+ 2025),,,3.439,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
264180023,PULS,Pulsation (IGW),False,2025ApJ...989..177C (Campelo+ 2025),,,2.229,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
264305622,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
264459943,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),81.1867916667,1.84644444444,0.7299270072992701,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
264468331,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
264631173,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),82.201915,2.164707,0.3571428571428571,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
265080539,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.226,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,2.0,2.0,True,False,True
265555524,BE,Be=Y; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),94.74357,4.19135,1.0101010101010102,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
266347283,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
266656195,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),119.26666,2.95083,0.5263157894736842,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
268351249,BE,Be=Y; signals=I/L,False,2022AJ....163..226L (Labadie-Bartz+ 2022),176.77855,-59.05629,,,,,,,,False,True,False
268605693,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
268971806,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.289,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
269087549,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),105.72825,-4.23923333333,,,,,,,,False,False,False
269118344,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.855,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
269598007,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
269696438,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,1.446,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
269870654,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),148.7523,-63.54136,0.4201680672268907,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
270070443,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),312.32339,-25.78124,2.5333227848101263,2.0,1.0013250000000002,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
270219259,BE,instr / {Beta} Cep + outburst,False,2019ApJ...872L...9P (Pedersen+ 2019),330.20927,-28.45374,,,,,,,,False,True,False
270491267,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.193,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
270557257,ROT,ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),99.90896,-78.44044,0.404040404040404,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
270622440,ECL,EB (contamination!),False,2019ApJ...872L...9P (Pedersen+ 2019),358.81954,-31.88427,,,,,,,,False,False,False
270622446,ECL,EB,False,2019ApJ...872L...9P (Pedersen+ 2019),358.81911,-31.92148,,,,,,,,False,False,False
270934336,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),132.08694,-46.9105,,,,,,4.0,4.0,True,True,False
271164763,OTHER,sdB candidate (EB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.122,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
271190727,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),132.35312,-47.48866,1.1904761904761905,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
271379300,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),125.30587,-26.33314,0.7692307692307692,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
271503441,BE,SPB? / outburst?,False,2019ApJ...872L...9P (Pedersen+ 2019),7.88612,-62.95822,0.3272251308900523,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,True,False
271614171,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),233.29704,-60.90935,0.6289308176100629,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
271971626,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),113.84023,-74.27495,4.651162790697675,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
273875093,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
274192238,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
274331770,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
274385041,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
274623605,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
274907223,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),149.53475,-59.67188,0.5319148936170213,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
275038687,PULS,Pulsation (IGW),False,2025ApJ...989..177C (Campelo+ 2025),,,3.637,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,9.0,9.0,True,False,True
275420565,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,1.668,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
275504377,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
275691308,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
275927504,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),240.78858,-48.72269,0.6493506493506493,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
276549422,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.215,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
276653683,PULS,Pulsation (SPB (IGW)),False,2025ApJ...989..177C (Campelo+ 2025),,,3.595,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,10.0,10.0,True,False,True
276864600,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),83.57692,-67.30381,,,,,,,,False,False,False
277013493,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,0.984,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
277022505,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),83.76501,-69.75056,,,,,,,,False,False,False
277022967,BE,rot / SPB?/ SLF?/ Be,False,2019ApJ...872L...9P (Pedersen+ 2019),83.8193,-69.67734,,,,,,,,False,True,False
277099925,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),83.98653,-67.4596,,,,,,28.0,28.0,True,False,False
277103567,ELL,rot / EV?,False,2019ApJ...872L...9P (Pedersen+ 2019),84.22908,-66.56029,0.6684491978609626,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
277172980,BE,SLF? / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),84.10772,-69.38216,,,,,,,,False,True,False
277173650,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),84.19661,-69.4978,,,,,,30.0,30.0,True,False,False
277298891,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),84.50529,-69.37057,,,,,,,,False,False,False
277502552,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,11.0,11.0,True,False,False
277982164,ROT,rot / SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),104.14364,-79.42019,0.7898894154818326,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
278313134,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),235.07132,-58.06383,,,,,,,,False,True,False
278358300,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.279,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
278683664,ROT,ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),99.16749,-58.40888,0.5878894767783657,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
278865766,NOISY,const??,False,2019ApJ...872L...9P (Pedersen+ 2019),100.71139,-56.01607,,,,,,,,False,False,False
278867172,NOISY,const??,False,2019ApJ...872L...9P (Pedersen+ 2019),100.96246,-54.18205,,,,,,,,False,False,False
279430029,BE,rot / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),105.0433,-56.907,0.56085,3.0,1.0079096045197742,2019MNRAS.485.3457B (Balona+ 2019) | 2022AJ....163..226L (Labadie-Bartz+ 2022) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,True,False
279511712,ELL,ELL(LPB),False,2019MNRAS.485.3457B (Balona+ 2019),105.81291,-59.17811,1.6522812809917355,2.0,1.0007401974870713,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
279826483,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
279957111,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),81.96943,-68.98569,,,,,,,,False,False,False
280051467,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),45.56437,-71.90246,4.369406113537117,2.0,1.0011880000000002,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
280643259,BE,Be=Y; signals=S/I/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),101.288672,-1.255713,1.0869565217391304,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
