TIC,class_raw,class_paper,class_tokens,reference,method,period,class_is_inferred,source_table,ra_deg,dec_deg
343376491,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6666666666666666,False,J/AJ/163/226/table2,240.93523,-60.49847
344341901,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,251.83666,-57.03503
346597868,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
347225198,Be=Y; signals=S/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.1627906976744187,False,J/AJ/163/226/table2,253.85421,-50.63656
347665026,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4629629629629629,False,J/AJ/163/226/table2,254.03685,-50.67476
349043273,beta Cep,PULS,PULS,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,0.16469038208168643,False,J/A+A/639/A81/table2 x tablea1,114.17098,-19.70234
349043273,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,114.17098,-19.70234
349829477,const?,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,113.67648,-61.0828
349829477,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,113.67648,-61.0828
349829477,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,113.67648,-61.0828
349907707,EB + puls,ECL,ECL|PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,114.10522,-61.87385
349907707,EA(EA),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,114.10522,-61.87385
350146577,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,115.904,-63.39919
350146577,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,1.838235294117647,False,J/MNRAS/485/3457/table1,115.904,-63.39919
350146577,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,1.837527,False,arXiv:2202.01022 Table 2,115.904,-63.39919
350472809,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7633587786259541,False,J/AJ/163/226/table2,246.25599,-65.04065
350823719,SPB? / rot,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,89.74623,-58.26882
350823719,EB,ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,89.74623,-58.26882
350823719,Rotation ($c$),ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,4.1963,False,arXiv:2202.01022 Table 2,89.74623,-58.26882
352556540,Pulsation (SPB),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.454,False,"ApJ 989,177 Table 4 (article HTML)",,
352762746,Binary (eclipsing/ellipsoidal),ECL,ECL,2025ApJ...989..177C (Campelo+ 2025),visual,3.038,False,"ApJ 989,177 Table 5 (article HTML)",,
353895732,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
354671857,SPB? / rot,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,34.12744,-51.51217
354671857,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.343878954607978,False,J/MNRAS/485/3457/table1,34.12744,-51.51217
354671857,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,0.343705,False,arXiv:2202.01022 Table 2,34.12744,-51.51217
355141264,const?,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,329.46321,-47.54685
355141264,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,329.46321,-47.54685
355141264,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,329.46321,-47.54685
355477670,const?,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,351.78795,-50.15724
355477670,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,3.676470588235294,False,J/MNRAS/485/3457/table1,351.78795,-50.15724
355477670,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,351.78795,-50.15724
355553423,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7194244604316548,False,J/AJ/163/226/table2,137.67508,-53.0458
355653322,rot? / outburst? / instr?,BE,AMBIGUOUS|BE|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,359.979083333,-65.5771333333
355653322,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.7898894154818326,False,J/MNRAS/485/3457/table1,359.979083333,-65.5771333333
355653322,Be=Y; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,359.979083333,-65.5771333333
355653322,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,0.79318,False,arXiv:2202.01022 Table 2,359.979083333,-65.5771333333
356107943,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
356341059,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
356521959,Be=Y; signals=S/I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7874015748031495,False,J/AJ/163/226/table2,134.34703,-63.49693
356674547,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
357032981,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
358232450,EB,ECL,ECL,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,17.09617,-55.24576
358232450,EA(EA/DM),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,17.09617,-55.24576
358466708,rot / SPB,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.22784,-60.59847
358466708,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.6020469596628537,False,J/MNRAS/485/3457/table1,119.22784,-60.59847
358466708,SPB,PULS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.22784,-60.59847
358467049,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.18794,-60.81508
358467049,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,3.773584905660377,False,J/MNRAS/485/3457/table1,119.18794,-60.81508
358467049,SPB,PULS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.18794,-60.81508
358467049,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,3.741,False,"ApJ 989,177 Table 2 (article HTML)",119.18794,-60.81508
358467087,SPB / EV? / rot? /SLF?/ instr?,ELL,AMBIGUOUS|ELL|PULS|ROT|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.19665,-60.84085
358467087,SPB?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,119.19665,-60.84085
358467087,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.19665,-60.84085
358467471,Be=Y; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,119.06572,-61.09949
358818468,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5376344086021505,False,J/AJ/163/226/table2,139.23161,-63.77517
359055762,sdB candidate (sdOB),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,2.673,False,"ApJ 989,177 Table 6 (MRT)",,
362105045,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
363236260,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.8518518518518516,False,J/AJ/163/226/table2,146.02988,-53.74532
363748801,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.641025641025641,False,J/AJ/163/226/table2,250.346291667,-68.2961222222
364323837,rot? / SPB?,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,88.00096,-62.51775
364323837,SPB?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,88.00096,-62.51775
364323837,Ambiguous variability/Pulsation,AMBIGUOUS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,88.00096,-62.51775
364398190,rot? / SLF?,ROT,ROT|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.62806,-60.72906
364398190,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,1.3157894736842106,False,J/MNRAS/485/3457/table1,119.62806,-60.72906
364398190,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.62806,-60.72906
364398342,rot? / SPB? / Be,BE,BE|PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.710625,-60.8244611111
364398342,BE(GCAS),BE,BE,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,119.710625,-60.8244611111
364398342,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.8064516129032259,False,J/AJ/163/226/table2,119.710625,-60.8244611111
364398342,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.710625,-60.8244611111
364421326,rot?,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.57302,-63.13157
364421326,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.5060728744939271,False,J/MNRAS/485/3457/table1,119.57302,-63.13157
364421326,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,119.57302,-63.13157
365213081,sdB candidate (Bin (sdB+dM)),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.086,False,"ApJ 989,177 Table 6 (MRT)",,
365572007,SLF+rot?,ROT,ROT|SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.621876131836291,False,J/A+A/639/A81/table2 x tablea1,81.28276,6.3497
365572007,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,81.28276,6.3497
367003034,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
367779738,"sdB candidate (Bin, g, b)",OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.037,False,"ApJ 989,177 Table 6 (MRT)",,
368827573,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
369312341,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6802721088435374,False,J/AJ/163/226/table2,191.85926,-62.54382
369397090,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,358.15039,-30.1692
369397090,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,358.15039,-30.1692
369457005,rot / SPB?,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,311.58362,-39.19927
369457005,SPB?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,311.58362,-39.19927
369457005,Ambiguous variability/SPB or SPB+Rot,AMBIGUOUS,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,311.58362,-39.19927
370038084,const?,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,60.60598,-70.27213
370038084,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,60.60598,-70.27213
370038084,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,60.60598,-70.27213
372913233,const? / outburst? / instr?,BE,AMBIGUOUS|BE|NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.43841,-60.92646
372913233,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,119.43841,-60.92646
372913233,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,119.43841,-60.92646
372913367,Be=Y; signals=I+/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5181347150259068,False,J/AJ/163/226/table2,119.44136,-60.82632
372913582,const? / outburst? / instr?,BE,AMBIGUOUS|BE|NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.4549,-60.68364
372913582,SPB?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,119.4549,-60.68364
372913582,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,119.4549,-60.68364
372913684,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,119.51213,-60.61479
372913684,SXARI(EA:),ECL,ECL|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,1.4598540145985401,False,J/MNRAS/485/3457/table1,119.51213,-60.61479
372913684,Ambiguous variability/Rotation+EB,AMBIGUOUS,ECL|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,119.51213,-60.61479
372913684,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,1.456,False,"ApJ 989,177 Table 2 (article HTML)",119.51213,-60.61479
373843852,SPB? / rot?,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,81.56341,-67.49997
373843852,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,81.56341,-67.49997
373843852,Ambiguous variability/IGW,AMBIGUOUS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,81.56341,-67.49997
374690639,Be=Y; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,150.64821,-60.14764
374753420,Be=Y; signals=I/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.7857142857142856,False,J/AJ/163/226/table2,150.89216,-61.88396
375232307,Be=Y; signals=I/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,283.054291667,-62.1875916667
376077639,Be=U (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,262.847,-56.9209638889
376480349,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9090909090909091,False,J/AJ/163/226/table2,180.64836,-59.33703
376869778,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
377053047,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
377099704,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.479,False,"ApJ 989,177 Table 4 (article HTML)",,
377159029,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
377309425,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
378812108,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.8771929824561404,False,J/AJ/163/226/table2,180.59749,-61.45145
378996846,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.1904761904761905,False,J/AJ/163/226/table2,180.88591,-61.09825
379203908,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
380117288,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,181.53208,-61.2569
381257866,Be=Y; signals=S/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,182.50471,-64.00095
381641106,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,182.82723,-62.49544
381747495,Be=S; signals=S/L/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,182.6254,-64.1009
382396569,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.5625,False,J/AJ/163/226/table2,183.17746,-63.59989
382750740,Be=Y; signals=I/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.819672131147541,False,J/AJ/163/226/table2,183.53186,-60.60234
382795601,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.38167938931297707,False,J/AJ/163/226/table2,242.54396,-40.12881
383162375,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4608294930875576,False,J/AJ/163/226/table2,258.25165,-42.63346
383285551,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6024096385542169,False,J/AJ/163/226/table2,134.3142,-58.58599
383287960,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5291005291005292,False,J/AJ/163/226/table2,134.196359,-59.520023
383542260,Be=Y; signals=S/I/L/H/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5128205128205129,False,J/AJ/163/226/table2,216.31626,-61.31988
383763886,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.282051282051282,False,J/AJ/163/226/table2,221.72959,-45.23313
384471407,Be=Y; signals=I/V/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,136.26569,-58.76766
384992041,sdB candidate (Bin+R (sdB+dM)),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.257,False,"ApJ 989,177 Table 6 (MRT)",,
385626507,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.2195121951219512,False,J/AJ/163/226/table2,138.46401,-55.53969
385873047,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9803921568627451,False,J/AJ/163/226/table2,111.167458333,-16.2014722222
386024312,Be=Y; signals=I/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4273504273504274,False,J/AJ/163/226/table2,139.07371,-59.23418
388935529,hybrid,PULS,PULS,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.69139904023625,False,J/A+A/639/A81/table2 x tablea1,84.14872,-6.06475
388935529,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,84.14872,-6.06475
388940683,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
389217256,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4329004329004329,False,J/AJ/163/226/table2,217.43586,-64.15993
389576843,Be=Y; signals=I+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4424778761061947,False,J/AJ/163/226/table2,277.52718,-52.20454
389921913,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,87.83658,-70.28592
389921913,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,87.83658,-70.28592
390071999,Be=Y; signals=S/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.49504950495049505,False,J/AJ/163/226/table2,183.50734,-59.39687
391810734,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,82.6577,-68.41089
391810734,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,82.6577,-68.41089
391887875,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,82.69906,-71.06731
391887875,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,82.69906,-71.06731
392569763,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,1.429,False,"ApJ 989,177 Table 2 (article HTML)",,
393790402,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
393852409,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,2.415,False,"ApJ 989,177 Table 2 (article HTML)",,
394020645,sdB candidate,OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,1.113,False,"ApJ 989,177 Table 6 (MRT)",,
394060863,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9433962264150942,False,J/AJ/163/226/table2,218.62192,-64.20207
394728064,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,160.464666667,-79.7832861111
395429445,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.1235955056179776,False,J/AJ/163/226/table2,218.88884,-61.00832
398912586,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
398940155,sdB candidate (MSRot),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.479,False,"ApJ 989,177 Table 6 (MRT)",,
399669624,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,72.653,8.90018055556
399990331,Be=Y; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,219.89688,-61.98544
400136687,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,133.74085,-50.86399
401635731,Be=Y; signals=I/L/F/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.42372881355932207,False,J/AJ/163/226/table2,220.02282,-59.93134
402894425,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.139,False,"ApJ 989,177 Table 4 (article HTML)",,
404768847,SPB? / SLF?,PULS,PULS|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.67807,-69.09517
404768847,ACYG?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.67807,-69.09517
404768956,SLF? / SPB? / instr?,PULS,AMBIGUOUS|PULS|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.69044,-69.10624
404768956,ACYG?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.69044,-69.10624
404796860,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.67706,-69.38587
404796860,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.67706,-69.38587
404852071,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,85.20335,-69.28089
404852071,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,85.20335,-69.28089
404933493,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,85.33497,-69.08535
404933493,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,85.33497,-69.08535
404967301,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,85.36531,-69.80104
404967301,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,85.36531,-69.80104
405387285,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.49751243781094534,False,J/AJ/163/226/table2,184.2488,-56.40671
405520863,Be=S; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,190.485708333,-59.6858194444
